,Review,Review_norm
320,saya order sunscreen dan hairspa tapi yang terkirim cuma sunscreen saja padahal invoicenya tertera sunscreen dan hairspa,saya order sunscreen dan hairspa tapi yang terkirim cuma sunscreen saja padahal invoicenya tertera sunscreen dan hairspa
321,proses konfirmasi dan pemrosesan nya lama banget,proses konfirmasi dan pemrosesan nya lama banget
322,pengemasan hari pengiriman hari udah kayak beli barang di luar negeri aja respon juga jelek udh kesel karna lama ga dikirim akhirnya pesanan dibatalkan aja tapinya malah ditolak wkwkkwkwkwk kocak,pengemasan hari pengiriman hari sudah kayak beli barang di luar negeri saja respon juga jelek sudah kesel karena lama enggak dikirim akhirnya pesanan dibatalkan saja tapinya malah ditolak wkwkkwkwkwk kocak
323,lama sekali datangnya pesan tgl mei baru datang juni sore informasi dari seller tentang tracking barang jg tidak jelas cukup sekali saja pesan disini,lama sekali datangnya pesan tanggal mei baru datang juni sore informasi dari seller tentang tracking barang juga tidak jelas cukup sekali saja pesan disini
324,beli tapi datang cuma karena sering repeat memang pengiriman lelet banget tapi gak pernah salah  ini bener salah di komplain gak terima alasan sop harus unboaxing kalau memang punya sop pasti di gudang nya ada cctv dan stock akhir juga tolong di cek kalau kaya gini makin banyak korban karena gak semua pembeli sempet unboxing seperti itu dan gak guna ya kalau memang datang saya bilang datang sumpah kecewa dan tanggapan chat nya juga parah,beli tapi datang cuma karena sering repeat memang pengiriman lelet banget tapi enggak pernah salah  ini benar salah di komplain enggak terima alasan sop harus unboaxing kalau memang punya sop pasti di gudang nya ada cctv dan stock akhir juga tolong di cek kalau kayak begini makin banyak korban karena enggak semua pembeli sempat unboxing seperti itu dan enggak guna ya kalau memang datang saya bilang datang sumpah kecewa dan tanggapan chat nya juga parah
325,yg dikirim ginian doang chat late respon pusing deh ,yang dikirim beginian doang chat late respon pusing deh 
326,salah kirim males gw ngurus retur dll ribet ya udah bintang aja,salah kirim malas gue mengurus retur dll ribet ya sudah bintang saja
327,pesan twinpack tapi yang dikirim hanya satu official store mempekerjakan orang yang picek matanya apa ya,pesan twinpack tapi yang dikirim hanya satu official store mempekerjakan orang yang picek matanya apa ya
328,barang tidak sesuai tolong utk teliti kembali dalam pengerjaannya yaa,barang tidak sesuai tolong untuk teliti kembali dalam pengerjaannya ya
329,twin pack harusnya dapat pcs tapi hanya dapat baru sempet buka setelah pesanan selesai jadi nggak bisa komplain,twin pack harusnya dapat pcs tapi hanya dapat baru sempat buka setelah pesanan selesai jadi enggak bisa komplain
330,barang yang dibeli tp cuma dikirim ga bs komplain krn ga ada video unboxing so hati guys,barang yang dibeli tapi cuma dikirim enggak bisa komplain karena enggak ada video unboxing so hati guys
331,barang yang di kirim kurang pcs,barang yang di kirim kurang pcs
332,order twinoack yang dateng satu doang dikomplain tetep gabisa ada solusinya bikin kapok,order twinoack yang datang satu doang dikomplain tetap enggak bisa ada solusinya bikin kapok
333,kenapa ya ga baca pesanan saya saya pesen dua kok dateng satu,kenapa ya enggak baca pesanan saya saya pesan dua kok datang satu
334,mesen dikirim kayaknya kesalahan dr kurir,mesen dikirim kayaknya kesalahan dari kurir
335,gk dkirim nungguny luama  ada notif smp sy tny brp  baru bls hbs ktny,enggak dkirim nungguny luama  ada notif sampai saya tny berapa  baru balas habis katanya
336,sedih  padahal suncreen sejuta umat yg lg viral tp pengemasannya lama harian dan lwt dari tanggal estimasi barang diterima pdhl lg butuh bgt tolong dibenahi lg dong pengemasannya harusnya kalo udh official store pengemasan jgn sampe lebih dr  jam,sedih  padahal suncreen sejuta umat yang lagi viral tapi pengemasannya lama harian dan lewat dari tanggal estimasi barang diterima padahal lagi butuh banget tolong dibenahi lagi dong pengemasannya harusnya kalo sudah official store pengemasan jangan sampai lebih dari  jam
337,pengirimannya sangat lama respon seller sangat buruk dan begitu barang sampe malah ada barang yg kurang nyesel banget beli ditoko ini gak rekomended banget,pengirimannya sangat lama respon seller sangat buruk dan begitu barang sampai malah ada barang yang kurang menyesal banget beli ditoko ini enggak rekomended banget
338,bukan masalh sm produkny tapi sm seller ny kayak gak niat jualan online,bukan masalh sama produkny tapi sama seller nya kayak enggak niat jualan online
339,pengiriman sangat lambat,pengiriman sangat lambat
340,pengiriman sangat lambat dan bertele tele,pengiriman sangat lambat dan bertele tele
341,packingnya buruk tidak ada pelindung saya beli dr lpg jelas saat sampai bocorr semua kecewa bgt si mana nunggunya hari padahal official store tp packingnya buruk kek org yg ganiat punya olshop,packingnya buruk tidak ada pelindung saya beli dari lpg jelas saat sampai bocor semua kecewa banget sih mana nunggunya hari padahal official store tapi packingnya buruk kayak orang yang ganiat punya olshop
342,proses lamaaaaaaaaaaaaa banggeetttttttttttt pelayanan tidak memuaskan tolong perbaiki pelayanan dan proses nya,proses lamaaaaaaaaaaaaa banggeetttttttttttt pelayanan tidak memuaskan tolong perbaiki pelayanan dan proses nya
343,barang belum saya terima order produk yg item ini tdk ada dlm pengiriman tdk sesuai yg tertulis di resi sdh mengajukan komplain tidak direspons dg mengirim video  sangat kecewa sekali tdk ada penjelasan sama sekali uang hilang sistem tokopedia lgsg selesai padahal ada pengajuan komplain video,barang belum saya terima order produk yang item ini tidak ada dalam pengiriman tidak sesuai yang tertulis di resi sudah mengajukan komplain tidak direspons dengan mengirim video  sangat kecewa sekali tidak ada penjelasan sama sekali uang hilang sistem tokopedia langsung selesai padahal ada pengajuan komplain video
344,order tgl mei pas libur kirain atau udh dikirim gataunya gagal pickup terus sampe tgl juni  sekelas os gini amat,order tanggal mei pas libur mengira atau sudah dikirim enggak taunya gagal pickup terus sampai tanggal juni  sekelas os begini amat
345,masih di segel saat barang udah dateng tapi pas di buka kaya abis di pakai jelas banget kaya bekas,masih di segel saat barang sudah datang tapi pas di buka kayak habis di pakai jelas banget kayak bekas
346,hari setelah order br dipickup barangnya,hari setelah order baru dipickup barangnya
347,gmn ini barang blom saya terima dr tgl september sampai sekarang tp statusnya udh  terima pdhl  laporan akhir barang  kembalikan ke saller,bagaimana ini barang belum saya terima dari tanggal september sampai sekarang tapi statusnya sudah  terima padahal  laporan akhir barang  kembalikan ke saller
