,Review,Review_norm,review_tokens,review_tokens_SR
211,tipe kulitku kombinasi somethinc bagus tapi isinya ga penuh kedepannya semoga kagak ya ini kayak ga ml,tipe kulitku kombinasi somethinc bagus tapi isinya enggak penuh kedepannya semoga kagak ya ini kayak enggak ml,"['tipe', 'kulitku', 'kombinasi', 'somethinc', 'bagus', 'tapi', 'isinya', 'enggak', 'penuh', 'kedepannya', 'semoga', 'kagak', 'ya', 'ini', 'kayak', 'enggak', 'ml']","['tipe', 'kulitku', 'kombinasi', 'somethinc', 'bagus', 'isinya', 'enggak', 'penuh', 'kedepannya', 'semoga', 'kagak', 'kayak', 'enggak', 'ml']"
212,belum pernah nyoba yg hooman smg cocok dikulit,belum pernah mencoba yang hooman semoga cocok dikulit,"['belum', 'pernah', 'mencoba', 'yang', 'hooman', 'semoga', 'cocok', 'dikulit']","['pernah', 'mencoba', 'hooman', 'semoga', 'cocok', 'dikulit']"
213,pacaking super baik pengiriman super cepat product super oke plus dpt harga diskon,pacaking super baik pengiriman super cepat product super oke plus dapat harga diskon,"['pacaking', 'super', 'baik', 'pengiriman', 'super', 'cepat', 'product', 'super', 'oke', 'plus', 'dapat', 'harga', 'diskon']","['pacaking', 'super', 'baik', 'pengiriman', 'super', 'cepat', 'product', 'super', 'oke', 'plus', 'harga', 'diskon']"
214,tekstur kental bukan yg cair gitu wangi permen karet suguss tapi ttp enak ga menyengat kinerja produk belum terlalu terasa baru pemakaian minggu tipe kulitku kering,tekstur kental bukan yang cair begitu wangi permen karet suguss tapi tetap enak enggak menyengat kinerja produk belum terlalu terasa baru pemakaian minggu tipe kulitku kering,"['tekstur', 'kental', 'bukan', 'yang', 'cair', 'begitu', 'wangi', 'permen', 'karet', 'suguss', 'tapi', 'tetap', 'enak', 'enggak', 'menyengat', 'kinerja', 'produk', 'belum', 'terlalu', 'terasa', 'baru', 'pemakaian', 'minggu', 'tipe', 'kulitku', 'kering']","['tekstur', 'kental', 'bukan', 'cair', 'wangi', 'permen', 'karet', 'suguss', 'tetap', 'enak', 'enggak', 'menyengat', 'kinerja', 'produk', 'terlalu', 'terasa', 'baru', 'pemakaian', 'minggu', 'tipe', 'kulitku', 'kering']"
215,baru mo nyoba hangover mascara nya moga sesuai dgn harapan aku ya kl omega butter nya emng best,baru mau mencoba hangover mascara nya moga sesuai dengan harapan aku ya kalo omega butter nya memang best,"['baru', 'mau', 'mencoba', 'hangover', 'mascara', 'nya', 'moga', 'sesuai', 'dengan', 'harapan', 'aku', 'ya', 'kalo', 'omega', 'butter', 'nya', 'memang', 'best']","['baru', 'mau', 'mencoba', 'hangover', 'mascara', 'nya', 'moga', 'sesuai', 'harapan', 'aku', 'kalo', 'omega', 'butter', 'nya', 'memang', 'best']"
216,ini eyeliner gel pencil yg bener kecintaan aku bener awet biar  pake seharian udh kena wudhu dll ttp on secinta ituu,ini eyeliner gel pencil yang benar kecintaan aku benar awet biar  pakai seharian sudah kena wudhu dll tetap on secinta itu,"['ini', 'eyeliner', 'gel', 'pencil', 'yang', 'benar', 'kecintaan', 'aku', 'benar', 'awet', 'biar', 'pakai', 'seharian', 'sudah', 'kena', 'wudhu', 'dll', 'tetap', 'on', 'secinta', 'itu']","['eyeliner', 'gel', 'pencil', 'benar', 'kecintaan', 'aku', 'benar', 'awet', 'biar', 'pakai', 'seharian', 'kena', 'wudhu', 'tetap', 'on', 'secinta']"
217,udah di kecewain sama pembelian yg lalu akhirnya paket yg sekarang sesuai dikirim free nyaa,sudah di kecewain sama pembelian yang lalu akhirnya paket yang sekarang sesuai dikirim free nya,"['sudah', 'di', 'kecewain', 'sama', 'pembelian', 'yang', 'lalu', 'akhirnya', 'paket', 'yang', 'sekarang', 'sesuai', 'dikirim', 'free', 'nya']","['kecewain', 'sama', 'pembelian', 'lalu', 'akhirnya', 'paket', 'sekarang', 'sesuai', 'dikirim', 'free', 'nya']"
218,tipe kulitku berminyak masalah kulitku pori besar,tipe kulitku berminyak masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']"
219,tipe kulitku sensitif tapi cocok pakai ini nyaman dan enak digunakan,tipe kulitku sensitif tapi cocok pakai ini nyaman dan enak digunakan,"['tipe', 'kulitku', 'sensitif', 'tapi', 'cocok', 'pakai', 'ini', 'nyaman', 'dan', 'enak', 'digunakan']","['tipe', 'kulitku', 'sensitif', 'cocok', 'pakai', 'nyaman', 'enak', 'digunakan']"
220,salah satu sunscreen favorit cukup lama jadi incaran selain real spf gak bikin whitecast buat kulit muka cowok ada sensasi dinginnya juga,salah satu sunscreen favorit cukup lama jadi incaran selain real spf enggak bikin whitecast buat kulit muka cowok ada sensasi dinginnya juga,"['salah', 'satu', 'sunscreen', 'favorit', 'cukup', 'lama', 'jadi', 'incaran', 'selain', 'real', 'spf', 'enggak', 'bikin', 'whitecast', 'buat', 'kulit', 'muka', 'cowok', 'ada', 'sensasi', 'dinginnya', 'juga']","['salah', 'satu', 'sunscreen', 'favorit', 'cukup', 'lama', 'jadi', 'incaran', 'real', 'spf', 'enggak', 'bikin', 'whitecast', 'buat', 'kulit', 'muka', 'cowok', 'sensasi', 'dinginnya']"
221,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']"
222,ringan warnanya gelap bagus sesuai pesanan tapi gk senempel itu ternyata di bibir aku,ringan warnanya gelap bagus sesuai pesanan tapi enggak senempel itu ternyata di bibir aku,"['ringan', 'warnanya', 'gelap', 'bagus', 'sesuai', 'pesanan', 'tapi', 'enggak', 'senempel', 'itu', 'ternyata', 'di', 'bibir', 'aku']","['ringan', 'warnanya', 'gelap', 'bagus', 'sesuai', 'pesanan', 'enggak', 'senempel', 'ternyata', 'bibir', 'aku']"
223,bagus tahan lama trus waterproof bakal beli lagi sih kalo habis ahahhaa,bagus tahan lama terus waterproof bakal beli lagi sih kalo habis ahahhaa,"['bagus', 'tahan', 'lama', 'terus', 'waterproof', 'bakal', 'beli', 'lagi', 'sih', 'kalo', 'habis', 'ahahhaa']","['bagus', 'tahan', 'lama', 'terus', 'waterproof', 'bakal', 'beli', 'sih', 'kalo', 'habis', 'ahahhaa']"
224,pengirimannya cepat euyy top bangetttttt,pengirimannya cepat euyy top banget,"['pengirimannya', 'cepat', 'euyy', 'top', 'banget']","['pengirimannya', 'cepat', 'euyy', 'top', 'banget']"
225,alhamdulillah cepat prosesnya br mau coba produknya mudahan cck bt wajah aq yg lagi bruntusan makasi seller dapet bonus cermin luccu tipe kulitku kombinasi,alhamdulillah cepat prosesnya baru mau coba produknya mudahan cck buat wajah aku yang lagi bruntusan terima kasih seller dapat bonus cermin lucu tipe kulitku kombinasi,"['alhamdulillah', 'cepat', 'prosesnya', 'baru', 'mau', 'coba', 'produknya', 'mudahan', 'cck', 'buat', 'wajah', 'aku', 'yang', 'lagi', 'bruntusan', 'terima', 'kasih', 'seller', 'dapat', 'bonus', 'cermin', 'lucu', 'tipe', 'kulitku', 'kombinasi']","['alhamdulillah', 'cepat', 'prosesnya', 'baru', 'mau', 'coba', 'produknya', 'mudahan', 'cck', 'buat', 'wajah', 'aku', 'bruntusan', 'terima', 'kasih', 'seller', 'bonus', 'cermin', 'lucu', 'tipe', 'kulitku', 'kombinasi']"
226,hurayyy sudah ada fitur ambil di tempat jadi ngga perlu ribet ribet lagi buat ganti alamat ke raja ampat,hore sudah ada fitur ambil di tempat jadi enggak perlu ribet ribet lagi buat ganti alamat ke raja ampat,"['hore', 'sudah', 'ada', 'fitur', 'ambil', 'di', 'tempat', 'jadi', 'enggak', 'perlu', 'ribet', 'ribet', 'lagi', 'buat', 'ganti', 'alamat', 'ke', 'raja', 'ampat']","['hore', 'fitur', 'ambil', 'tempat', 'jadi', 'enggak', 'perlu', 'ribet', 'ribet', 'buat', 'ganti', 'alamat', 'raja', 'ampat']"
227,tipe kulitku kering under tone kulitku cool,tipe kulitku kering under tone kulitku cool,"['tipe', 'kulitku', 'kering', 'under', 'tone', 'kulitku', 'cool']","['tipe', 'kulitku', 'kering', 'under', 'tone', 'kulitku', 'cool']"
228,pembeluan pertama mudahan sesuai dengan deskripsi,pembelian pertama mudahan sesuai dengan deskripsi,"['pembelian', 'pertama', 'mudahan', 'sesuai', 'dengan', 'deskripsi']","['pembelian', 'pertama', 'mudahan', 'sesuai', 'deskripsi']"
229,beli ini krn sering bgt liat review beauty influencers dan emg sebagus ituu pagi pakai cushion nya dlu siang nya touch up pake ini purrrrfect btw skin type aku combination undertone nya cool,beli ini karena sering banget lihat review beauty influencers dan memang sebagus itu pagi pakai cushion nya dulu siang nya touch up pakai ini purrrrfect btw skin type aku combination undertone nya cool,"['beli', 'ini', 'karena', 'sering', 'banget', 'lihat', 'review', 'beauty', 'influencers', 'dan', 'memang', 'sebagus', 'itu', 'pagi', 'pakai', 'cushion', 'nya', 'dulu', 'siang', 'nya', 'touch', 'up', 'pakai', 'ini', 'purrrrfect', 'btw', 'skin', 'type', 'aku', 'combination', 'undertone', 'nya', 'cool']","['beli', 'sering', 'banget', 'lihat', 'review', 'beauty', 'influencers', 'memang', 'sebagus', 'pagi', 'pakai', 'cushion', 'nya', 'dulu', 'siang', 'nya', 'touch', 'up', 'pakai', 'purrrrfect', 'btw', 'skin', 'type', 'aku', 'combination', 'undertone', 'nya', 'cool']"
230,tipe kulitku kombinasi masalah kulitku pori besar first try ini semoga cocok packing nya aman kotaknya besar padahal isinya satu serum aja,tipe kulitku kombinasi masalah kulitku pori besar first try ini semoga cocok packing nya aman kotaknya besar padahal isinya satu serum saja,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'first', 'try', 'ini', 'semoga', 'cocok', 'packing', 'nya', 'aman', 'kotaknya', 'besar', 'padahal', 'isinya', 'satu', 'serum', 'saja']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'first', 'try', 'semoga', 'cocok', 'packing', 'nya', 'aman', 'kotaknya', 'besar', 'padahal', 'isinya', 'satu', 'serum']"
231,matt tp gak kering smooth bgt,matt tapi enggak kering smooth banget,"['matt', 'tapi', 'enggak', 'kering', 'smooth', 'banget']","['matt', 'enggak', 'kering', 'smooth', 'banget']"
232,ringan gampang diblend cocok buat daily,ringan gampang diblend cocok buat daily,"['ringan', 'gampang', 'diblend', 'cocok', 'buat', 'daily']","['ringan', 'gampang', 'diblend', 'cocok', 'buat', 'daily']"
233,alhamdulilah sampe dgn aman baru sekali pake langsung terasa kenyal meresap dgn sempurna moga cocok,alhamdulilah sampai dengan aman baru sekali pakai langsung terasa kenyal meresap dengan sempurna moga cocok,"['alhamdulilah', 'sampai', 'dengan', 'aman', 'baru', 'sekali', 'pakai', 'langsung', 'terasa', 'kenyal', 'meresap', 'dengan', 'sempurna', 'moga', 'cocok']","['alhamdulilah', 'aman', 'baru', 'sekali', 'pakai', 'langsung', 'terasa', 'kenyal', 'meresap', 'sempurna', 'moga', 'cocok']"
234,bagus bgt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']"
235,bagus banget untuk bersihin muka apalagi kalau habis pakai make up yang super tebal pakai ini muka berasa bersih banget dan setelahnya terasa halus dan glowing warna kemasannya juga lucu banget thanks seller,bagus banget untuk bersihin muka apalagi kalau habis pakai memakai up yang super tebal pakai ini muka berasa bersih banget dan setelahnya terasa halus dan glowing warna kemasannya juga lucu banget thanks seller,"['bagus', 'banget', 'untuk', 'bersihin', 'muka', 'apalagi', 'kalau', 'habis', 'pakai', 'memakai', 'up', 'yang', 'super', 'tebal', 'pakai', 'ini', 'muka', 'berasa', 'bersih', 'banget', 'dan', 'setelahnya', 'terasa', 'halus', 'dan', 'glowing', 'warna', 'kemasannya', 'juga', 'lucu', 'banget', 'thanks', 'seller']","['bagus', 'banget', 'bersihin', 'muka', 'kalau', 'habis', 'pakai', 'memakai', 'up', 'super', 'tebal', 'pakai', 'muka', 'berasa', 'bersih', 'banget', 'setelahnya', 'terasa', 'halus', 'glowing', 'warna', 'kemasannya', 'lucu', 'banget', 'thanks', 'seller']"
236,barang sampai dengan aman cuma di aku agak ke abuan dikit tp masih bisa ditoleransi thx ya,barang sampai dengan aman cuma di aku agak ke abuan dikit tapi masih bisa ditoleransi thanks ya,"['barang', 'sampai', 'dengan', 'aman', 'cuma', 'di', 'aku', 'agak', 'ke', 'abuan', 'dikit', 'tapi', 'masih', 'bisa', 'ditoleransi', 'thanks', 'ya']","['barang', 'aman', 'cuma', 'aku', 'abuan', 'dikit', 'ditoleransi', 'thanks']"
237,ga cocok di wajahku jadi bruntusan jerawat bermunculan,enggak cocok di wajahku jadi bruntusan jerawat bermunculan,"['enggak', 'cocok', 'di', 'wajahku', 'jadi', 'bruntusan', 'jerawat', 'bermunculan']","['enggak', 'cocok', 'wajahku', 'jadi', 'bruntusan', 'jerawat', 'bermunculan']"
238,di wajahku bikin timbul bruntusan,di wajahku bikin timbul bruntusan,"['di', 'wajahku', 'bikin', 'timbul', 'bruntusan']","['wajahku', 'bikin', 'timbul', 'bruntusan']"
239,packing rapih smoga cocok kurir bl  list,packing rapi semoga cocok kurir bl  list,"['packing', 'rapi', 'semoga', 'cocok', 'kurir', 'bl', 'list']","['packing', 'rapi', 'semoga', 'cocok', 'kurir', 'bl', 'list']"
240,praktis cocok untuk satu keluarga nyaman buat yg muda dan yg tua,praktis cocok untuk satu keluarga nyaman buat yang muda dan yang tua,"['praktis', 'cocok', 'untuk', 'satu', 'keluarga', 'nyaman', 'buat', 'yang', 'muda', 'dan', 'yang', 'tua']","['praktis', 'cocok', 'satu', 'keluarga', 'nyaman', 'buat', 'muda', 'tua']"
241,ini pembelian ketiga klo ga salah overall utk kasiatnya lmyn ok not impressive but ok menghidrasi undereye dgn baik yg disayangkan kualitas kemasan kurang bagus saya ga merasa simpan sembarangan tp bagian tutupan pecah dgn sendirinya pertama kali beli kirain saya yg ceroboh mgkn sempet ngejatohin tp setelah setiap pembelian selalu pecah retak kayaknya memang kualitas plastiknya yg kurang bagus semoga bisa diperbaiki menjadi lbh kuat,ini pembelian ketiga kalo enggak salah overall untuk khasiatnya lumayan ok not impressive but ok menghidrasi undereye dengan baik yang disayangkan kualitas kemasan kurang bagus saya enggak merasa simpan sembarangan tapi bagian tutupan pecah dengan sendirinya pertama kali beli mengira saya yang ceroboh mungkin sempat ngejatohin tapi setelah setiap pembelian selalu pecah retak kayaknya memang kualitas plastiknya yang kurang bagus semoga bisa diperbaiki menjadi lebih kuat,"['ini', 'pembelian', 'ketiga', 'kalo', 'enggak', 'salah', 'overall', 'untuk', 'khasiatnya', 'lumayan', 'ok', 'not', 'impressive', 'but', 'ok', 'menghidrasi', 'undereye', 'dengan', 'baik', 'yang', 'disayangkan', 'kualitas', 'kemasan', 'kurang', 'bagus', 'saya', 'enggak', 'merasa', 'simpan', 'sembarangan', 'tapi', 'bagian', 'tutupan', 'pecah', 'dengan', 'sendirinya', 'pertama', 'kali', 'beli', 'mengira', 'saya', 'yang', 'ceroboh', 'mungkin', 'sempat', 'ngejatohin', 'tapi', 'setelah', 'setiap', 'pembelian', 'selalu', 'pecah', 'retak', 'kayaknya', 'memang', 'kualitas', 'plastiknya', 'yang', 'kurang', 'bagus', 'semoga', 'bisa', 'diperbaiki', 'menjadi', 'lebih', 'kuat']","['pembelian', 'ketiga', 'kalo', 'enggak', 'salah', 'overall', 'khasiatnya', 'lumayan', 'not', 'impressive', 'but', 'menghidrasi', 'undereye', 'baik', 'disayangkan', 'kualitas', 'kemasan', 'kurang', 'bagus', 'enggak', 'merasa', 'simpan', 'sembarangan', 'bagian', 'tutupan', 'pecah', 'sendirinya', 'pertama', 'kali', 'beli', 'mengira', 'ceroboh', 'mungkin', 'sempat', 'ngejatohin', 'pembelian', 'selalu', 'pecah', 'retak', 'kayaknya', 'memang', 'kualitas', 'plastiknya', 'kurang', 'bagus', 'semoga', 'diperbaiki', 'menjadi', 'lebih', 'kuat']"
242,pengiriman nya cepet bgt baru mau cobaaa tp somethic ga meragukan si,pengiriman nya cepat banget baru mau coba tapi somethic enggak meragukan sih,"['pengiriman', 'nya', 'cepat', 'banget', 'baru', 'mau', 'coba', 'tapi', 'somethic', 'enggak', 'meragukan', 'sih']","['pengiriman', 'nya', 'cepat', 'banget', 'baru', 'mau', 'coba', 'somethic', 'enggak', 'meragukan', 'sih']"
243,meskipun mesennya telat waktu hari libur tapi seller gercep ngirimnya,meskipun mesennya telat waktu hari libur tapi seller gercep ngirimnya,"['meskipun', 'mesennya', 'telat', 'waktu', 'hari', 'libur', 'tapi', 'seller', 'gercep', 'ngirimnya']","['meskipun', 'mesennya', 'telat', 'waktu', 'hari', 'libur', 'seller', 'gercep', 'ngirimnya']"
244,barang bagus sesuai ekspektasi,barang bagus sesuai ekspektasi,"['barang', 'bagus', 'sesuai', 'ekspektasi']","['barang', 'bagus', 'sesuai', 'ekspektasi']"
245,barang sudah sampai bagus sesuai ekspektasi,barang sudah sampai bagus sesuai ekspektasi,"['barang', 'sudah', 'sampai', 'bagus', 'sesuai', 'ekspektasi']","['barang', 'bagus', 'sesuai', 'ekspektasi']"
246,wangi mint awet,wangi mint awet,"['wangi', 'mint', 'awet']","['wangi', 'mint', 'awet']"
247,barang nya ok tp kenapa pengiriman nya lama banget makasih ya,barang nya ok tapi kenapa pengiriman nya lama banget terima kasih ya,"['barang', 'nya', 'ok', 'tapi', 'kenapa', 'pengiriman', 'nya', 'lama', 'banget', 'terima', 'kasih', 'ya']","['barang', 'nya', 'pengiriman', 'nya', 'lama', 'banget', 'terima', 'kasih']"
248,bikin kulit jadi moist seharian aku pakai setelah pakai make up ok bgt ini,bikin kulit jadi moist seharian aku pakai setelah pakai memakai up ok banget ini,"['bikin', 'kulit', 'jadi', 'moist', 'seharian', 'aku', 'pakai', 'setelah', 'pakai', 'memakai', 'up', 'ok', 'banget', 'ini']","['bikin', 'kulit', 'jadi', 'moist', 'seharian', 'aku', 'pakai', 'pakai', 'memakai', 'up', 'banget']"
249,barang sampai dg bagus,barang sampai dengan bagus,"['barang', 'sampai', 'dengan', 'bagus']","['barang', 'bagus']"
250,udah tahun ini pake somethinc so far suka sih sama copy paste,sudah tahun ini pakai somethinc so far suka sih sama copy paste,"['sudah', 'tahun', 'ini', 'pakai', 'somethinc', 'so', 'far', 'suka', 'sih', 'sama', 'copy', 'paste']","['tahun', 'pakai', 'somethinc', 'so', 'far', 'suka', 'sih', 'sama', 'copy', 'paste']"
251,udah repeat order sih ini so far ok ok aja bagus,sudah repeat order sih ini so far ok ok saja bagus,"['sudah', 'repeat', 'order', 'sih', 'ini', 'so', 'far', 'ok', 'ok', 'saja', 'bagus']","['repeat', 'order', 'sih', 'so', 'far', 'bagus']"
252,sebelum check out tentukan warna dengan filter ig official account pastikan pencahayaan baik lightweight ringan di wajah oksidasi minim nyatu dengan warna kulit light coverage dipakai wudhu luntur tapi menurut saya wajar karena sunscreen biasanya juga butuh reapply,sebelum check out tentukan warna dengan filter ig official account pastikan pencahayaan baik lightweight ringan di wajah oksidasi minim nyatu dengan warna kulit light coverage dipakai wudhu luntur tapi menurut saya wajar karena sunscreen biasanya juga butuh reapply,"['sebelum', 'check', 'out', 'tentukan', 'warna', 'dengan', 'filter', 'ig', 'official', 'account', 'pastikan', 'pencahayaan', 'baik', 'lightweight', 'ringan', 'di', 'wajah', 'oksidasi', 'minim', 'nyatu', 'dengan', 'warna', 'kulit', 'light', 'coverage', 'dipakai', 'wudhu', 'luntur', 'tapi', 'menurut', 'saya', 'wajar', 'karena', 'sunscreen', 'biasanya', 'juga', 'butuh', 'reapply']","['check', 'out', 'tentukan', 'warna', 'filter', 'ig', 'official', 'account', 'pastikan', 'pencahayaan', 'baik', 'lightweight', 'ringan', 'wajah', 'oksidasi', 'minim', 'nyatu', 'warna', 'kulit', 'light', 'coverage', 'dipakai', 'wudhu', 'luntur', 'wajar', 'sunscreen', 'biasanya', 'butuh', 'reapply']"
253,tipe kulitku sensitif tipe kulitku berminyak,tipe kulitku sensitif tipe kulitku berminyak,"['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'berminyak']"
254,niacinemade membantu mencerahkan kulit biar gk kusam tipe kulitku normal,niacinemade membantu mencerahkan kulit biar enggak kusam tipe kulitku normal,"['niacinemade', 'membantu', 'mencerahkan', 'kulit', 'biar', 'enggak', 'kusam', 'tipe', 'kulitku', 'normal']","['niacinemade', 'membantu', 'mencerahkan', 'kulit', 'biar', 'enggak', 'kusam', 'tipe', 'kulitku', 'normal']"
255,barang diterima dalam kondisi baik produk tersegel belum dicoba,barang diterima dalam kondisi baik produk tersegel belum dicoba,"['barang', 'diterima', 'dalam', 'kondisi', 'baik', 'produk', 'tersegel', 'belum', 'dicoba']","['barang', 'diterima', 'kondisi', 'baik', 'produk', 'tersegel', 'dicoba']"
256,belum dicoba semoga cocok,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['dicoba', 'semoga', 'cocok']"
257,belum dicoba untuk tipe kulit berminyak,belum dicoba untuk tipe kulit berminyak,"['belum', 'dicoba', 'untuk', 'tipe', 'kulit', 'berminyak']","['dicoba', 'tipe', 'kulit', 'berminyak']"
258,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']"
259,packaging aman bgt pakai kardus,packaging aman banget pakai kardus,"['packaging', 'aman', 'banget', 'pakai', 'kardus']","['packaging', 'aman', 'banget', 'pakai', 'kardus']"
260,cocok packaging aman bgt pakai kardus,cocok packaging aman banget pakai kardus,"['cocok', 'packaging', 'aman', 'banget', 'pakai', 'kardus']","['cocok', 'packaging', 'aman', 'banget', 'pakai', 'kardus']"
261,sip coba warna hayg savage cocok buat kulit medium buat sehari makasih ya,sip coba warna hayg savage cocok buat kulit medium buat sehari terima kasih ya,"['sip', 'coba', 'warna', 'hayg', 'savage', 'cocok', 'buat', 'kulit', 'medium', 'buat', 'sehari', 'terima', 'kasih', 'ya']","['sip', 'coba', 'warna', 'hayg', 'savage', 'cocok', 'buat', 'kulit', 'medium', 'buat', 'sehari', 'terima', 'kasih']"
262,tipe kulitku sensitif kalau pake ini gak bikin iritasi aman banget,tipe kulitku sensitif kalau pakai ini enggak bikin iritasi aman banget,"['tipe', 'kulitku', 'sensitif', 'kalau', 'pakai', 'ini', 'enggak', 'bikin', 'iritasi', 'aman', 'banget']","['tipe', 'kulitku', 'sensitif', 'kalau', 'pakai', 'enggak', 'bikin', 'iritasi', 'aman', 'banget']"
263,isi serum nya gak fulll sedikit banget,isi serum nya enggak fulll sedikit banget,"['isi', 'serum', 'nya', 'enggak', 'fulll', 'sedikit', 'banget']","['isi', 'serum', 'nya', 'enggak', 'fulll', 'sedikit', 'banget']"
264,pengiriman lumayan packing rapih dan aman produk mantap jerawat punggung langsung kering,pengiriman lumayan packing rapi dan aman produk mantap jerawat punggung langsung kering,"['pengiriman', 'lumayan', 'packing', 'rapi', 'dan', 'aman', 'produk', 'mantap', 'jerawat', 'punggung', 'langsung', 'kering']","['pengiriman', 'lumayan', 'packing', 'rapi', 'aman', 'produk', 'mantap', 'jerawat', 'punggung', 'langsung', 'kering']"
265,bagus banget warnanya keluar pas dipake cocok bgt buat kulit kyk aku,bagus banget warnanya keluar pas dipakai cocok banget buat kulit kayak aku,"['bagus', 'banget', 'warnanya', 'keluar', 'pas', 'dipakai', 'cocok', 'banget', 'buat', 'kulit', 'kayak', 'aku']","['bagus', 'banget', 'warnanya', 'keluar', 'pas', 'dipakai', 'cocok', 'banget', 'buat', 'kulit', 'kayak', 'aku']"
266,packing aman barang ok jerawat di punggung hilang sensasi dingin nya juga enak bgt,packing aman barang ok jerawat di punggung hilang sensasi dingin nya juga enak banget,"['packing', 'aman', 'barang', 'ok', 'jerawat', 'di', 'punggung', 'hilang', 'sensasi', 'dingin', 'nya', 'juga', 'enak', 'banget']","['packing', 'aman', 'barang', 'jerawat', 'punggung', 'hilang', 'sensasi', 'dingin', 'nya', 'enak', 'banget']"
267,agak kecewa kenapa exp di produk terhapus dimana brand ini termasuk besar gk mungkin ada kesalah seperti ini gak suudzon sih exp di produk dengan di kemasan berbeda untuk keaslian produk saya percaya namun dapat dipastikan apakah produk expired atau belum apakah dapat dipastikan mohon untuk lebih diperhatikan dan teliti kedepannya,agak kecewa kenapa exp di produk terhapus dimana brand ini termasuk besar enggak mungkin ada kesalah seperti ini enggak suudzon sih exp di produk dengan di kemasan berbeda untuk keaslian produk saya percaya namun dapat dipastikan apakah produk expired atau belum apakah dapat dipastikan mohon untuk lebih diperhatikan dan teliti kedepannya,"['agak', 'kecewa', 'kenapa', 'exp', 'di', 'produk', 'terhapus', 'dimana', 'brand', 'ini', 'termasuk', 'besar', 'enggak', 'mungkin', 'ada', 'kesalah', 'seperti', 'ini', 'enggak', 'suudzon', 'sih', 'exp', 'di', 'produk', 'dengan', 'di', 'kemasan', 'berbeda', 'untuk', 'keaslian', 'produk', 'saya', 'percaya', 'namun', 'dapat', 'dipastikan', 'apakah', 'produk', 'expired', 'atau', 'belum', 'apakah', 'dapat', 'dipastikan', 'mohon', 'untuk', 'lebih', 'diperhatikan', 'dan', 'teliti', 'kedepannya']","['kecewa', 'exp', 'produk', 'terhapus', 'brand', 'termasuk', 'besar', 'enggak', 'mungkin', 'kesalah', 'enggak', 'suudzon', 'sih', 'exp', 'produk', 'kemasan', 'berbeda', 'keaslian', 'produk', 'percaya', 'dipastikan', 'produk', 'expired', 'dipastikan', 'mohon', 'lebih', 'diperhatikan', 'teliti', 'kedepannya']"
268,bagus toner nya,bagus toner nya,"['bagus', 'toner', 'nya']","['bagus', 'toner', 'nya']"
269,pengemasan oke pengiriman cepat belum dicoba tp semoga cocok,pengemasan oke pengiriman cepat belum dicoba tapi semoga cocok,"['pengemasan', 'oke', 'pengiriman', 'cepat', 'belum', 'dicoba', 'tapi', 'semoga', 'cocok']","['pengemasan', 'oke', 'pengiriman', 'cepat', 'dicoba', 'semoga', 'cocok']"
